"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2009","Bosnia and Herzegovina","Total","Total","Number","3 843 998",""
"2009","Bosnia and Herzegovina","Total","Males","Number","1 878 012",""
"2009","Bosnia and Herzegovina","Total","Females","Number","1 965 986",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2 180 686",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number","1 101 435",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number","1 079 251",""
"2009","Moldova","Total","Total","Number","3 567 512",""
"2009","Moldova","Total","Males","Number","1 714 931",""
"2009","Moldova","Total","Females","Number","1 852 581",""
"2009","Monaco","Total","Total","Number",":",""
"2009","Monaco","Total","Males","Number",":",""
"2009","Monaco","Total","Females","Number",":",""
"2009","Russia","Total","Total","Number","141 903 979",""
"2009","Russia","Total","Males","Number","65 641 634",""
"2009","Russia","Total","Females","Number","76 262 345",""
"2009","San Marino","Total","Total","Number","31 269",""
"2009","San Marino","Total","Males","Number","15 343",""
"2009","San Marino","Total","Females","Number","15 926",""
"2009","Ukraine","Total","Total","Number","45 963 359",""
"2009","Ukraine","Total","Males","Number","21 184 932",""
"2009","Ukraine","Total","Females","Number","24 778 427",""
"2009","Armenia","Total","Total","Number","3 237 976",""
"2009","Armenia","Total","Males","Number","1 568 265",""
"2009","Armenia","Total","Females","Number","1 669 711",""
"2009","Azerbaijan","Total","Total","Number","8 896 900",""
"2009","Azerbaijan","Total","Males","Number","4 358 300",""
"2009","Azerbaijan","Total","Females","Number","4 538 600",""
"2009","Georgia","Total","Total","Number","4 385 429",""
"2009","Georgia","Total","Males","Number","2 080 807",""
"2009","Georgia","Total","Females","Number","2 304 622",""
"2010","Belgium","Total","Total","Number","10 839 905",""
"2010","Belgium","Total","Males","Number","5 312 221",""
"2010","Belgium","Total","Females","Number","5 527 684",""
"2010","Bulgaria","Total","Total","Number","7 421 766",""
"2010","Bulgaria","Total","Males","Number","3 613 958",""
"2010","Bulgaria","Total","Females","Number","3 807 808",""
"2010","Czechia","Total","Total","Number","10 462 088",""
"2010","Czechia","Total","Males","Number","5 136 166",""
"2010","Czechia","Total","Females","Number","5 325 922",""
"2010","Denmark","Total","Total","Number","5 534 738",""
"2010","Denmark","Total","Males","Number","2 743 286",""
"2010","Denmark","Total","Females","Number","2 791 452",""
"2010","Germany including former GDR","Total","Total","Number","81 802 257",""
"2010","Germany including former GDR","Total","Males","Number","40 103 606",""
"2010","Germany including former GDR","Total","Females","Number","41 698 651",""
"2010","Estonia","Total","Total","Number","1 333 290",""
"2010","Estonia","Total","Males","Number","620 800",""
"2010","Estonia","Total","Females","Number","712 490",""
"2010","Ireland","Total","Total","Number","4 549 428",""
"2010","Ireland","Total","Males","Number","2 260 974",""
"2010","Ireland","Total","Females","Number","2 288 454",""
"2010","Greece","Total","Total","Number","11 119 289",""
"2010","Greece","Total","Males","Number","5 460 865",""
"2010","Greece","Total","Females","Number","5 658 424",""
"2010","Spain","Total","Total","Number","46 486 619",""
"2010","Spain","Total","Males","Number","22 982 272",""
"2010","Spain","Total","Females","Number","23 504 347",""
"2010","France","Total","Total","Number","64 658 856",""
"2010","France","Total","Males","Number","31 301 764",""
"2010","France","Total","Females","Number","33 357 092",""
"2010","France (metropolitan)","Total","Total","Number","62 765 235",""
"2010","France (metropolitan)","Total","Males","Number","30 397 950",""
"2010","France (metropolitan)","Total","Females","Number","32 367 285",""
"2010","Croatia","Total","Total","Number","4 302 847",""
"2010","Croatia","Total","Males","Number","2 074 651",""
"2010","Croatia","Total","Females","Number","2 228 196",""
"2010","Italy","Total","Total","Number","59 190 143",""
"2010","Italy","Total","Males","Number","28 649 385",""
"2010","Italy","Total","Females","Number","30 540 758",""
"2010","Cyprus","Total","Total","Number","819 140",""
"2010","Cyprus","Total","Males","Number","399 605",""
"2010","Cyprus","Total","Females","Number","419 535",""
"2010","Latvia","Total","Total","Number","2 120 504",""
"2010","Latvia","Total","Males","Number","970 931",""
"2010","Latvia","Total","Females","Number","1 149 573",""
"2010","Lithuania","Total","Total","Number","3 141 976",""
"2010","Lithuania","Total","Males","Number","1 450 199",""
"2010","Lithuania","Total","Females","Number","1 691 777",""
"2010","Luxembourg","Total","Total","Number","502 066",""
"2010","Luxembourg","Total","Males","Number","249 406",""
"2010","Luxembourg","Total","Females","Number","252 660",""
"2010","Hungary","Total","Total","Number","10 014 324",""
"2010","Hungary","Total","Males","Number","4 756 900",""
"2010","Hungary","Total","Females","Number","5 257 424",""
"2010","Malta","Total","Total","Number","414 027",""
"2010","Malta","Total","Males","Number","206 203",""
"2010","Malta","Total","Females","Number","207 824",""
"2010","Netherlands","Total","Total","Number","16 574 989",""
"2010","Netherlands","Total","Males","Number","8 203 476",""
"2010","Netherlands","Total","Females","Number","8 371 513",""
"2010","Austria","Total","Total","Number","8 351 643",""
"2010","Austria","Total","Males","Number","4 066 201",""
"2010","Austria","Total","Females","Number","4 285 442",""
"2010","Poland","Total","Total","Number","38 022 869","b"
"2010","Poland","Total","Males","Number","18 412 237","b"
"2010","Poland","Total","Females","Number","19 610 632","b"
"2010","Portugal","Total","Total","Number","10 573 479",""
"2010","Portugal","Total","Males","Number","5 063 745",""
"2010","Portugal","Total","Females","Number","5 509 734",""
"2010","Romania","Total","Total","Number","20 294 683",""
"2010","Romania","Total","Males","Number","9 880 409",""
"2010","Romania","Total","Females","Number","10 414 274",""
"2010","Slovenia","Total","Total","Number","2 046 976",""
"2010","Slovenia","Total","Males","Number","1 014 107",""
"2010","Slovenia","Total","Females","Number","1 032 869",""
"2010","Slovakia","Total","Total","Number","5 390 410",""
"2010","Slovakia","Total","Males","Number","2 623 546",""
"2010","Slovakia","Total","Females","Number","2 766 864",""
"2010","Finland","Total","Total","Number","5 351 427",""
"2010","Finland","Total","Males","Number","2 625 067",""
"2010","Finland","Total","Females","Number","2 726 360",""
"2010","Sweden","Total","Total","Number","9 340 682",""
"2010","Sweden","Total","Males","Number","4 649 014",""
"2010","Sweden","Total","Females","Number","4 691 668",""
"2010","United Kingdom","Total","Total","Number","62 510 197",""
"2010","United Kingdom","Total","Males","Number","30 668 969",""
"2010","United Kingdom","Total","Females","Number","31 841 228",""
"2010","Iceland","Total","Total","Number","317 630",""
"2010","Iceland","Total","Males","Number","159 936",""
"2010","Iceland","Total","Females","Number","157 694",""
"2010","Liechtenstein","Total","Total","Number","35 894",""
"2010","Liechtenstein","Total","Males","Number","17 769",""
"2010","Liechtenstein","Total","Females","Number","18 125",""
"2010","Norway","Total","Total","Number","4 858 199",""
"2010","Norway","Total","Males","Number","2 426 752",""
"2010","Norway","Total","Females","Number","2 431 447",""
"2010","Switzerland","Total","Total","Number","7 785 806",""
"2010","Switzerland","Total","Males","Number","3 830 566",""
"2010","Switzerland","Total","Females","Number","3 955 240",""
"2010","Montenegro","Total","Total","Number","619 001",""
"2010","Montenegro","Total","Males","Number","305 223",""
"2010","Montenegro","Total","Females","Number","313 778",""
"2010","North Macedonia","Total","Total","Number","2 052 722",""
"2010","North Macedonia","Total","Males","Number","1 028 815",""
"2010","North Macedonia","Total","Females","Number","1 023 907",""
"2010","Albania","Total","Total","Number","2 918 674",""
"2010","Albania","Total","Males","Number","1 459 649",""
"2010","Albania","Total","Females","Number","1 459 025",""
"2010","Serbia","Total","Total","Number","7 306 677",""
"2010","Serbia","Total","Males","Number","3 553 575",""
"2010","Serbia","Total","Females","Number","3 753 102",""
"2010","Turkey","Total","Total","Number","72 561 312",""
"2010","Turkey","Total","Males","Number","36 462 470",""
"2010","Turkey","Total","Females","Number","36 098 842",""
"2010","Andorra","Total","Total","Number","84 082",""
"2010","Andorra","Total","Males","Number","43 786",""
"2010","Andorra","Total","Females","Number","40 296",""
"2010","Belarus","Total","Total","Number","9 480 178",""
"2010","Belarus","Total","Males","Number","4 416 912",""
"2010","Belarus","Total","Females","Number","5 063 266",""
"2010","Bosnia and Herzegovina","Total","Total","Number","3 844 046",""
"2010","Bosnia and Herzegovina","Total","Males","Number","1 878 035",""
"2010","Bosnia and Herzegovina","Total","Females","Number","1 966 011",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2 208 107",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number","1 115 252",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number","1 092 855",""
"2010","Moldova","Total","Total","Number","3 563 695",""
"2010","Moldova","Total","Males","Number","1 713 487",""
"2010","Moldova","Total","Females","Number","1 850 208",""
"2010","Monaco","Total","Total","Number",":",""
"2010","Monaco","Total","Males","Number",":",""
"2010","Monaco","Total","Females","Number",":",""
"2010","Russia","Total","Total","Number","141 914 509",""
"2010","Russia","Total","Males","Number","65 639 380",""
"2010","Russia","Total","Females","Number","76 275 129",""
"2010","San Marino","Total","Total","Number",":",""
"2010","San Marino","Total","Males","Number",":",""
"2010","San Marino","Total","Females","Number",":",""
"2010","Ukraine","Total","Total","Number","45 782 592",""
"2010","Ukraine","Total","Males","Number","21 107 067",""
"2010","Ukraine","Total","Females","Number","24 675 525",""
"2010","Armenia","Total","Total","Number","3 249 482",""
"2010","Armenia","Total","Males","Number","1 575 826",""
"2010","Armenia","Total","Females","Number","1 673 656",""
"2010","Azerbaijan","Total","Total","Number","8 997 586",""
"2010","Azerbaijan","Total","Males","Number","4 455 503",""
"2010","Azerbaijan","Total","Females","Number","4 542 083",""
"2010","Georgia","Total","Total","Number","4 436 391",""
"2010","Georgia","Total","Males","Number","2 108 914",""
"2010","Georgia","Total","Females","Number","2 327 477",""
"2011","Belgium","Total","Total","Number","11 000 638","b"
"2011","Belgium","Total","Males","Number","5 401 718","b"
"2011","Belgium","Total","Females","Number","5 598 920","b"
"2011","Bulgaria","Total","Total","Number","7 369 431",""
"2011","Bulgaria","Total","Males","Number","3 588 926",""
"2011","Bulgaria","Total","Females","Number","3 780 505",""
"2011","Czechia","Total","Total","Number","10 486 731",""
"2011","Czechia","Total","Males","Number","5 147 231",""
"2011","Czechia","Total","Females","Number","5 339 500",""
"2011","Denmark","Total","Total","Number","5 560 628",""
"2011","Denmark","Total","Males","Number","2 756 582",""
"2011","Denmark","Total","Females","Number","2 804 046",""
"2011","Germany including former GDR","Total","Total","Number","80 222 065","b"
"2011","Germany including former GDR","Total","Males","Number","39 124 600","b"
"2011","Germany including former GDR","Total","Females","Number","41 097 465","b"
"2011","Estonia","Total","Total","Number","1 329 660",""
"2011","Estonia","Total","Males","Number","619 700",""
"2011","Estonia","Total","Females","Number","709 960",""
"2011","Ireland","Total","Total","Number","4 570 881",""
"2011","Ireland","Total","Males","Number","2 269 426",""
"2011","Ireland","Total","Females","Number","2 301 455",""
"2011","Greece","Total","Total","Number","11 123 392",""
"2011","Greece","Total","Males","Number","5 453 444",""
"2011","Greece","Total","Females","Number","5 669 948",""
"2011","Spain","Total","Total","Number","46 667 174",""
"2011","Spain","Total","Males","Number","23 049 480",""
"2011","Spain","Total","Females","Number","23 617 694",""
"2011","France","Total","Total","Number","64 978 721",""
"2011","France","Total","Males","Number","31 462 902",""
"2011","France","Total","Females","Number","33 515 819",""
"2011","France (metropolitan)","Total","Total","Number","63 070 344",""
"2011","France (metropolitan)","Total","Males","Number","30 553 628",""
"2011","France (metropolitan)","Total","Females","Number","32 516 716",""
"2011","Croatia","Total","Total","Number","4 289 857",""
"2011","Croatia","Total","Males","Number","2 068 752",""
"2011","Croatia","Total","Females","Number","2 221 105",""
"2011","Italy","Total","Total","Number","59 364 690",""
"2011","Italy","Total","Males","Number","28 715 256",""
"2011","Italy","Total","Females","Number","30 649 434",""
"2011","Cyprus","Total","Total","Number","839 751",""
"2011","Cyprus","Total","Males","Number","408 758",""
"2011","Cyprus","Total","Females","Number","430 993",""
"2011","Latvia","Total","Total","Number","2 074 605",""
"2011","Latvia","Total","Males","Number","947 939",""
"2011","Latvia","Total","Females","Number","1 126 666",""
"2011","Lithuania","Total","Total","Number","3 052 588",""
"2011","Lithuania","Total","Males","Number","1 407 223",""
"2011","Lithuania","Total","Females","Number","1 645 365",""
"2011","Luxembourg","Total","Total","Number","511 840",""
"2011","Luxembourg","Total","Males","Number","254 619",""
"2011","Luxembourg","Total","Females","Number","257 221",""
"2011","Hungary","Total","Total","Number","9 985 722",""
"2011","Hungary","Total","Males","Number","4 743 901",""
"2011","Hungary","Total","Females","Number","5 241 821",""
"2011","Malta","Total","Total","Number","414 989",""
"2011","Malta","Total","Males","Number","206 405",""
"2011","Malta","Total","Females","Number","208 584",""
"2011","Netherlands","Total","Total","Number","16 655 799",""
"2011","Netherlands","Total","Males","Number","8 243 482",""
"2011","Netherlands","Total","Females","Number","8 412 317",""
"2011","Austria","Total","Total","Number","8 375 164",""
"2011","Austria","Total","Males","Number","4 078 871",""
"2011","Austria","Total","Females","Number","4 296 293",""
"2011","Poland","Total","Total","Number","38 062 718",""
"2011","Poland","Total","Males","Number","18 429 700",""
"2011","Poland","Total","Females","Number","19 633 018",""
"2011","Portugal","Total","Total","Number","10 572 721",""
"2011","Portugal","Total","Males","Number","5 053 543",""
"2011","Portugal","Total","Females","Number","5 519 178",""
"2011","Romania","Total","Total","Number","20 199 059",""
"2011","Romania","Total","Males","Number","9 832 949",""
"2011","Romania","Total","Females","Number","10 366 110",""
"2011","Slovenia","Total","Total","Number","2 050 189",""
"2011","Slovenia","Total","Males","Number","1 014 563",""
"2011","Slovenia","Total","Females","Number","1 035 626",""
"2011","Slovakia","Total","Total","Number","5 392 446",""
"2011","Slovakia","Total","Males","Number","2 625 173",""
"2011","Slovakia","Total","Females","Number","2 767 273",""
"2011","Finland","Total","Total","Number","5 375 276",""
"2011","Finland","Total","Males","Number","2 638 416",""
"2011","Finland","Total","Females","Number","2 736 860",""
"2011","Sweden","Total","Total","Number","9 415 570",""
"2011","Sweden","Total","Males","Number","4 690 244",""
"2011","Sweden","Total","Females","Number","4 725 326",""
"2011","United Kingdom","Total","Total","Number","63 022 532",""
"2011","United Kingdom","Total","Males","Number","30 951 490",""
"2011","United Kingdom","Total","Females","Number","32 071 042",""
"2011","Iceland","Total","Total","Number","318 452",""
"2011","Iceland","Total","Males","Number","160 006",""
"2011","Iceland","Total","Females","Number","158 446",""
"2011","Liechtenstein","Total","Total","Number","36 149",""
"2011","Liechtenstein","Total","Males","Number","17 886",""
"2011","Liechtenstein","Total","Females","Number","18 263",""
"2011","Norway","Total","Total","Number","4 920 305",""
"2011","Norway","Total","Males","Number","2 460 849",""
"2011","Norway","Total","Females","Number","2 459 456",""
"2011","Switzerland","Total","Total","Number","7 870 134","b"
"2011","Switzerland","Total","Males","Number","3 877 426","b"
"2011","Switzerland","Total","Females","Number","3 992 708","b"
"2011","Montenegro","Total","Total","Number","619 850",""
"2011","Montenegro","Total","Males","Number","306 125",""
"2011","Montenegro","Total","Females","Number","313 725",""
"2011","North Macedonia","Total","Total","Number","2 057 284",""
"2011","North Macedonia","Total","Males","Number","1 030 880",""
"2011","North Macedonia","Total","Females","Number","1 026 404",""
"2011","Albania","Total","Total","Number","2 907 361",""
"2011","Albania","Total","Males","Number","1 455 670",""
"2011","Albania","Total","Females","Number","1 451 691",""
"2011","Serbia","Total","Total","Number","7 251 549","b"
"2011","Serbia","Total","Males","Number","3 530 925","b"
"2011","Serbia","Total","Females","Number","3 720 624","b"
"2011","Turkey","Total","Total","Number","73 722 988",""
"2011","Turkey","Total","Males","Number","37 043 182",""
"2011","Turkey","Total","Females","Number","36 679 806",""
"2011","Andorra","Total","Total","Number","78 115",""
"2011","Andorra","Total","Males","Number","39 863",""
"2011","Andorra","Total","Females","Number","38 252",""
"2011","Belarus","Total","Total","Number","9 481 193",""
"2011","Belarus","Total","Males","Number","4 408 159",""
"2011","Belarus","Total","Females","Number","5 073 034",""
"2011","Bosnia and Herzegovina","Total","Total","Number","3 843 183",""
"2011","Bosnia and Herzegovina","Total","Males","Number","1 877 482",""
"2011","Bosnia and Herzegovina","Total","Females","Number","1 965 701",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1 794 180","b"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number","904 267","b"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number","889 913","b"
"2011","Moldova","Total","Total","Number","3 560 430",""
"2011","Moldova","Total","Males","Number","1 712 106",""
"2011","Moldova","Total","Females","Number","1 848 324",""
"2011","Monaco","Total","Total","Number",":",""
"2011","Monaco","Total","Males","Number",":",""
"2011","Monaco","Total","Females","Number",":",""
"2011","Russia","Total","Total","Number","142 856 536",""
"2011","Russia","Total","Males","Number","66 046 579",""
"2011","Russia","Total","Females","Number","76 809 957",""
"2011","San Marino","Total","Total","Number","31 863",""
"2011","San Marino","Total","Males","Number","15 636",""
"2011","San Marino","Total","Females","Number","16 227",""
"2011","Ukraine","Total","Total","Number","45 598 179",""
"2011","Ukraine","Total","Males","Number","21 032 616",""
"2011","Ukraine","Total","Females","Number","24 565 563",""
"2011","Armenia","Total","Total","Number","3 262 650",""
"2011","Armenia","Total","Males","Number","1 583 584",""
"2011","Armenia","Total","Females","Number","1 679 066",""
"2011","Azerbaijan","Total","Total","Number","9 111 078",""
"2011","Azerbaijan","Total","Males","Number","4 517 055",""
"2011","Azerbaijan","Total","Females","Number","4 594 023",""
"2011","Georgia","Total","Total","Number","4 469 250",""
"2011","Georgia","Total","Males","Number","2 127 278",""
"2011","Georgia","Total","Females","Number","2 341 972",""
"2012","Belgium","Total","Total","Number","11 075 889","b"
"2012","Belgium","Total","Males","Number","5 440 288","b"
"2012","Belgium","Total","Females","Number","5 635 601","b"
"2012","Bulgaria","Total","Total","Number","7 327 224",""
"2012","Bulgaria","Total","Males","Number","3 566 767",""
"2012","Bulgaria","Total","Females","Number","3 760 457",""
"2012","Czechia","Total","Total","Number","10 505 445",""
"2012","Czechia","Total","Males","Number","5 158 210",""
"2012","Czechia","Total","Females","Number","5 347 235",""
"2012","Denmark","Total","Total","Number","5 580 516",""
"2012","Denmark","Total","Males","Number","2 766 776",""
"2012","Denmark","Total","Females","Number","2 813 740",""
"2012","Germany including former GDR","Total","Total","Number","80 327 900",""
"2012","Germany including former GDR","Total","Males","Number","39 229 947",""
"2012","Germany including former GDR","Total","Females","Number","41 097 953",""
"2012","Estonia","Total","Total","Number","1 325 217",""
"2012","Estonia","Total","Males","Number","618 138",""
"2012","Estonia","Total","Females","Number","707 079",""
"2012","Ireland","Total","Total","Number","4 589 287",""
"2012","Ireland","Total","Males","Number","2 273 999",""
"2012","Ireland","Total","Females","Number","2 315 288",""
"2012","Greece","Total","Total","Number","11 086 406",""
"2012","Greece","Total","Males","Number","5 423 884",""
"2012","Greece","Total","Females","Number","5 662 522",""
"2012","Spain","Total","Total","Number","46 818 219",""
"2012","Spain","Total","Males","Number","23 099 012",""
"2012","Spain","Total","Females","Number","23 719 207",""
"2012","France","Total","Total","Number","65 276 983","b"
"2012","France","Total","Males","Number","31 605 383","b"
"2012","France","Total","Females","Number","33 671 600","b"
"2012","France (metropolitan)","Total","Total","Number","63 375 971",""
"2012","France (metropolitan)","Total","Males","Number","30 699 170",""
"2012","France (metropolitan)","Total","Females","Number","32 676 801",""
"2012","Croatia","Total","Total","Number","4 275 984",""
"2012","Croatia","Total","Males","Number","2 062 309",""
"2012","Croatia","Total","Females","Number","2 213 675",""
"2012","Italy","Total","Total","Number","59 394 207",""
"2012","Italy","Total","Males","Number","28 726 599",""
"2012","Italy","Total","Females","Number","30 667 608",""
"2012","Cyprus","Total","Total","Number","862 011",""
"2012","Cyprus","Total","Males","Number","418 993",""
"2012","Cyprus","Total","Females","Number","443 018",""
"2012","Latvia","Total","Total","Number","2 044 813",""
"2012","Latvia","Total","Males","Number","934 812",""
"2012","Latvia","Total","Females","Number","1 110 001",""
"2012","Lithuania","Total","Total","Number","3 003 641",""
"2012","Lithuania","Total","Males","Number","1 383 511",""
"2012","Lithuania","Total","Females","Number","1 620 130",""
"2012","Luxembourg","Total","Total","Number","524 853","b"
"2012","Luxembourg","Total","Males","Number","261 820","b"
"2012","Luxembourg","Total","Females","Number","263 033","b"
"2012","Hungary","Total","Total","Number","9 931 925","b"
"2012","Hungary","Total","Males","Number","4 724 666","b"
"2012","Hungary","Total","Females","Number","5 207 259","b"
"2012","Malta","Total","Total","Number","417 546",""
"2012","Malta","Total","Males","Number","207 695",""
"2012","Malta","Total","Females","Number","209 851",""
"2012","Netherlands","Total","Total","Number","16 730 348",""
"2012","Netherlands","Total","Males","Number","8 282 871",""
"2012","Netherlands","Total","Females","Number","8 447 477",""
"2012","Austria","Total","Total","Number","8 408 121",""
"2012","Austria","Total","Males","Number","4 098 144",""
"2012","Austria","Total","Females","Number","4 309 977",""
"2012","Poland","Total","Total","Number","38 063 792",""
"2012","Poland","Total","Males","Number","18 427 296",""
"2012","Poland","Total","Females","Number","19 636 496",""
"2012","Portugal","Total","Total","Number","10 542 398",""
"2012","Portugal","Total","Males","Number","5 030 437",""
"2012","Portugal","Total","Females","Number","5 511 961",""
"2012","Romania","Total","Total","Number","20 095 996",""
"2012","Romania","Total","Males","Number","9 777 107",""
"2012","Romania","Total","Females","Number","10 318 889",""
"2012","Slovenia","Total","Total","Number","2 055 496",""
"2012","Slovenia","Total","Males","Number","1 016 731",""
"2012","Slovenia","Total","Females","Number","1 038 765",""
"2012","Slovakia","Total","Total","Number","5 404 322",""
"2012","Slovakia","Total","Males","Number","2 631 752",""
"2012","Slovakia","Total","Females","Number","2 772 570",""
"2012","Finland","Total","Total","Number","5 401 267",""
"2012","Finland","Total","Males","Number","2 652 534",""
"2012","Finland","Total","Females","Number","2 748 733",""
"2012","Sweden","Total","Total","Number","9 482 855",""
"2012","Sweden","Total","Males","Number","4 726 834",""
"2012","Sweden","Total","Females","Number","4 756 021",""
"2012","United Kingdom","Total","Total","Number","63 495 088",""
"2012","United Kingdom","Total","Males","Number","31 206 241",""
"2012","United Kingdom","Total","Females","Number","32 288 847",""
"2012","Iceland","Total","Total","Number","319 575",""
"2012","Iceland","Total","Males","Number","160 364",""
"2012","Iceland","Total","Females","Number","159 211",""
"2012","Liechtenstein","Total","Total","Number","36 475",""
"2012","Liechtenstein","Total","Males","Number","18 042",""
"2012","Liechtenstein","Total","Females","Number","18 433",""
"2012","Norway","Total","Total","Number","4 985 870",""
"2012","Norway","Total","Males","Number","2 498 871",""
"2012","Norway","Total","Females","Number","2 486 999",""
"2012","Switzerland","Total","Total","Number","7 954 662",""
"2012","Switzerland","Total","Males","Number","3 922 253",""
"2012","Switzerland","Total","Females","Number","4 032 409",""
"2012","Montenegro","Total","Total","Number","620 308",""
"2012","Montenegro","Total","Males","Number","306 359",""
"2012","Montenegro","Total","Females","Number","313 949",""
"2012","North Macedonia","Total","Total","Number","2 059 794",""
"2012","North Macedonia","Total","Males","Number","1 031 926",""
"2012","North Macedonia","Total","Females","Number","1 027 868",""
"2012","Albania","Total","Total","Number","2 903 008",""
"2012","Albania","Total","Males","Number","1 458 774",""
"2012","Albania","Total","Females","Number","1 444 234",""
"2012","Serbia","Total","Total","Number","7 216 649",""
"2012","Serbia","Total","Males","Number","3 514 420",""
"2012","Serbia","Total","Females","Number","3 702 229",""
"2012","Turkey","Total","Total","Number","74 724 269",""
"2012","Turkey","Total","Males","Number","37 532 954",""
"2012","Turkey","Total","Females","Number","37 191 315",""
"2012","Andorra","Total","Total","Number","78 115",""
"2012","Andorra","Total","Males","Number","39 863",""
"2012","Andorra","Total","Females","Number","38 252",""
"2012","Belarus","Total","Total","Number","9 465 150",""
"2012","Belarus","Total","Males","Number","4 398 293",""
"2012","Belarus","Total","Females","Number","5 066 857",""
"2012","Bosnia and Herzegovina","Total","Total","Number","3 839 265",""
"2012","Bosnia and Herzegovina","Total","Males","Number","1 875 610",""
"2012","Bosnia and Herzegovina","Total","Females","Number","1 963 655",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":","p"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":","p"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":","p"
"2012","Moldova","Total","Total","Number","3 559 541",""
"2012","Moldova","Total","Males","Number","1 711 725",""
"2012","Moldova","Total","Females","Number","1 847 816",""
"2012","Monaco","Total","Total","Number",":",""
"2012","Monaco","Total","Males","Number",":",""
"2012","Monaco","Total","Females","Number",":",""
"2012","Russia","Total","Total","Number","143 056 383",""
"2012","Russia","Total","Males","Number",":",""
"2012","Russia","Total","Females","Number",":",""
"2012","San Marino","Total","Total","Number","33 376",""
"2012","San Marino","Total","Males","Number","16 217",""
"2012","San Marino","Total","Females","Number","17 159",""
"2012","Ukraine","Total","Total","Number","45 453 282",""
"2012","Ukraine","Total","Males","Number","20 976 712",""
"2012","Ukraine","Total","Females","Number","24 476 570",""
"2012","Armenia","Total","Total","Number","3 274 285",""
"2012","Armenia","Total","Males","Number","1 590 285",""
"2012","Armenia","Total","Females","Number","1 684 000",""
"2012","Azerbaijan","Total","Total","Number","9 235 085",""
"2012","Azerbaijan","Total","Males","Number","4 583 484",""
"2012","Azerbaijan","Total","Females","Number","4 651 601",""
"2012","Georgia","Total","Total","Number","4 497 617",""
"2012","Georgia","Total","Males","Number","2 143 794",""
"2012","Georgia","Total","Females","Number","2 353 823",""
"2013","Belgium","Total","Total","Number","11 137 974",""
"2013","Belgium","Total","Males","Number","5 472 856",""
"2013","Belgium","Total","Females","Number","5 665 118",""
"2013","Bulgaria","Total","Total","Number","7 284 552",""
"2013","Bulgaria","Total","Males","Number","3 545 073",""
"2013","Bulgaria","Total","Females","Number","3 739 479",""
"2013","Czechia","Total","Total","Number","10 516 125",""
"2013","Czechia","Total","Males","Number","5 164 349",""
"2013","Czechia","Total","Females","Number","5 351 776",""
"2013","Denmark","Total","Total","Number","5 602 628",""
"2013","Denmark","Total","Males","Number","2 778 852",""
"2013","Denmark","Total","Females","Number","2 823 776",""
"2013","Germany including former GDR","Total","Total","Number","80 523 746",""
"2013","Germany including former GDR","Total","Males","Number","39 380 976",""
"2013","Germany including former GDR","Total","Females","Number","41 142 770",""
"2013","Estonia","Total","Total","Number","1 320 174",""
"2013","Estonia","Total","Males","Number","616 167",""
"2013","Estonia","Total","Females","Number","704 007",""
"2013","Ireland","Total","Total","Number","4 609 779",""
"2013","Ireland","Total","Males","Number","2 283 462",""
"2013","Ireland","Total","Females","Number","2 326 317",""
"2013","Greece","Total","Total","Number","11 003 615",""
"2013","Greece","Total","Males","Number","5 366 251",""
"2013","Greece","Total","Females","Number","5 637 364",""
"2013","Spain","Total","Total","Number","46 727 890",""
"2013","Spain","Total","Males","Number","23 017 760",""
"2013","Spain","Total","Females","Number","23 710 130",""
"2013","France","Total","Total","Number","65 600 350",""
"2013","France","Total","Males","Number","31 772 665",""
"2013","France","Total","Females","Number","33 827 685",""
"2013","France (metropolitan)","Total","Total","Number","63 697 865",""
"2013","France (metropolitan)","Total","Males","Number","30 866 009",""
"2013","France (metropolitan)","Total","Females","Number","32 831 856",""
"2013","Croatia","Total","Total","Number","4 262 140",""
"2013","Croatia","Total","Males","Number","2 056 483",""
"2013","Croatia","Total","Females","Number","2 205 657",""
"2013","Italy","Total","Total","Number","59 685 227",""
"2013","Italy","Total","Males","Number","28 889 597",""
"2013","Italy","Total","Females","Number","30 795 630",""
"2013","Cyprus","Total","Total","Number","865 878",""
"2013","Cyprus","Total","Males","Number","421 036",""
"2013","Cyprus","Total","Females","Number","444 842",""
"2013","Latvia","Total","Total","Number","2 023 825",""
"2013","Latvia","Total","Males","Number","926 580",""
"2013","Latvia","Total","Females","Number","1 097 245",""
