"TIME","GEO","MONTH","UNIT","Value"
"2001","Lithuania","Total","Number","31 185"
"2001","Luxembourg","Total","Number","5 459"
"2001","Hungary","Total","Number","97 047"
"2001","Malta","Total","Number","3 957"
"2001","Netherlands","Total","Number","202 603"
"2001","Austria","Total","Number","75 458"
"2001","Poland","Total","Number","368 205"
"2001","Portugal","Total","Number","112 774"
"2001","Romania","Total","Number","220 368"
"2001","Slovenia","Total","Number","17 477"
"2001","Slovakia","Total","Number","51 136"
"2001","Finland","Total","Number","56 189"
"2001","Sweden","Total","Number","91 466"
"2001","United Kingdom","Total","Number","669 123"
"2001","Iceland","Total","Number","4 091"
"2001","Liechtenstein","Total","Number","401"
"2001","Norway","Total","Number","56 696"
"2001","Switzerland","Total","Number","72 295"
"2001","Montenegro","Total","Number",":"
"2001","North Macedonia","Total","Number","27 010"
"2001","Albania","Total","Number",":"
"2001","Serbia","Total","Number","78 435"
"2001","Turkey","Total","Number",":"
"2001","Andorra","Total","Number",":"
"2001","Belarus","Total","Number",":"
"2001","Bosnia and Herzegovina","Total","Number",":"
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2001","Moldova","Total","Number",":"
"2001","Monaco","Total","Number",":"
"2001","Russia","Total","Number",":"
"2001","San Marino","Total","Number",":"
"2001","Ukraine","Total","Number",":"
"2001","Armenia","Total","Number",":"
"2001","Azerbaijan","Total","Number",":"
"2001","Georgia","Total","Number",":"
"2002","Belgium","Total","Number","113 096"
"2002","Bulgaria","Total","Number","66 499"
"2002","Czechia","Total","Number","92 786"
"2002","Denmark","Total","Number","64 149"
"2002","Germany including former GDR","Total","Number","719 250"
"2002","Estonia","Total","Number","13 001"
"2002","Ireland","Total","Number","60 521"
"2002","Greece","Total","Number","103 569"
"2002","Spain","Total","Number","417 688"
"2002","France","Total","Number","793 606"
"2002","France (metropolitan)","Total","Number","761 630"
"2002","Croatia","Total","Number","40 094"
"2002","Italy","Total","Number","538 198"
"2002","Cyprus","Total","Number","7 883"
"2002","Latvia","Total","Number","20 127"
"2002","Lithuania","Total","Number","29 541"
"2002","Luxembourg","Total","Number","5 345"
"2002","Hungary","Total","Number","96 804"
"2002","Malta","Total","Number","3 918"
"2002","Netherlands","Total","Number","202 083"
"2002","Austria","Total","Number","78 399"
"2002","Poland","Total","Number","353 765"
"2002","Portugal","Total","Number","114 383"
"2002","Romania","Total","Number","210 529"
"2002","Slovenia","Total","Number","17 501"
"2002","Slovakia","Total","Number","50 841"
"2002","Finland","Total","Number","55 555"
"2002","Sweden","Total","Number","95 815"
"2002","United Kingdom","Total","Number","668 777"
"2002","Iceland","Total","Number","4 049"
"2002","Liechtenstein","Total","Number","395"
"2002","Norway","Total","Number","55 434"
"2002","Switzerland","Total","Number","72 372"
"2002","Montenegro","Total","Number",":"
"2002","North Macedonia","Total","Number","27 761"
"2002","Albania","Total","Number",":"
"2002","Serbia","Total","Number","78 101"
"2002","Turkey","Total","Number",":"
"2002","Andorra","Total","Number",":"
"2002","Belarus","Total","Number",":"
"2002","Bosnia and Herzegovina","Total","Number",":"
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2002","Moldova","Total","Number",":"
"2002","Monaco","Total","Number",":"
"2002","Russia","Total","Number",":"
"2002","San Marino","Total","Number",":"
"2002","Ukraine","Total","Number",":"
"2002","Armenia","Total","Number",":"
"2002","Azerbaijan","Total","Number",":"
"2002","Georgia","Total","Number",":"
"2003","Belgium","Total","Number","114 005"
"2003","Bulgaria","Total","Number","67 359"
"2003","Czechia","Total","Number","93 685"
"2003","Denmark","Total","Number","64 682"
"2003","Germany including former GDR","Total","Number","706 721"
"2003","Estonia","Total","Number","13 036"
"2003","Ireland","Total","Number","61 529"
"2003","Greece","Total","Number","104 420"
"2003","Spain","Total","Number","440 531"
"2003","France","Total","Number","793 893"
"2003","France (metropolitan)","Total","Number","761 464"
"2003","Croatia","Total","Number","39 668"
"2003","Italy","Total","Number","544 063"
"2003","Cyprus","Total","Number","8 088"
"2003","Latvia","Total","Number","21 151"
"2003","Lithuania","Total","Number","29 977"
"2003","Luxembourg","Total","Number","5 303"
"2003","Hungary","Total","Number","94 647"
"2003","Malta","Total","Number","4 050"
"2003","Netherlands","Total","Number","200 297"
"2003","Austria","Total","Number","76 944"
"2003","Poland","Total","Number","351 072"
"2003","Portugal","Total","Number","112 515"
"2003","Romania","Total","Number","212 459"
"2003","Slovenia","Total","Number","17 321"
"2003","Slovakia","Total","Number","51 713"
"2003","Finland","Total","Number","56 630"
"2003","Sweden","Total","Number","99 157"
"2003","United Kingdom","Total","Number","695 549"
"2003","Iceland","Total","Number","4 143"
"2003","Liechtenstein","Total","Number","347"
"2003","Norway","Total","Number","56 458"
"2003","Switzerland","Total","Number","71 848"
"2003","Montenegro","Total","Number",":"
"2003","North Macedonia","Total","Number","27 011"
"2003","Albania","Total","Number",":"
"2003","Serbia","Total","Number","79 025"
"2003","Turkey","Total","Number",":"
"2003","Andorra","Total","Number",":"
"2003","Belarus","Total","Number",":"
"2003","Bosnia and Herzegovina","Total","Number","35 234"
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2003","Moldova","Total","Number",":"
"2003","Monaco","Total","Number",":"
"2003","Russia","Total","Number",":"
"2003","San Marino","Total","Number",":"
"2003","Ukraine","Total","Number",":"
"2003","Armenia","Total","Number",":"
"2003","Azerbaijan","Total","Number",":"
"2003","Georgia","Total","Number",":"
"2004","Belgium","Total","Number","117 295"
"2004","Bulgaria","Total","Number","69 886"
"2004","Czechia","Total","Number","97 664"
"2004","Denmark","Total","Number","64 609"
"2004","Germany including former GDR","Total","Number","705 622"
"2004","Estonia","Total","Number","13 992"
"2004","Ireland","Total","Number","61 972"
"2004","Greece","Total","Number","105 655"
"2004","Spain","Total","Number","453 172"
"2004","France","Total","Number","800 240"
"2004","France (metropolitan)","Total","Number","767 816"
"2004","Croatia","Total","Number","40 307"
"2004","Italy","Total","Number","562 599"
"2004","Cyprus","Total","Number","8 309"
"2004","Latvia","Total","Number","20 551"
"2004","Lithuania","Total","Number","29 769"
"2004","Luxembourg","Total","Number","5 452"
"2004","Hungary","Total","Number","95 137"
"2004","Malta","Total","Number","3 887"
"2004","Netherlands","Total","Number","194 007"
"2004","Austria","Total","Number","78 968"
"2004","Poland","Total","Number","356 131"
"2004","Portugal","Total","Number","109 298"
"2004","Romania","Total","Number","216 261"
"2004","Slovenia","Total","Number","17 961"
"2004","Slovakia","Total","Number","53 747"
"2004","Finland","Total","Number","57 758"
"2004","Sweden","Total","Number","100 928"
"2004","United Kingdom","Total","Number","715 996"
"2004","Iceland","Total","Number","4 234"
"2004","Liechtenstein","Total","Number","372"
"2004","Norway","Total","Number","56 951"
"2004","Switzerland","Total","Number","73 082"
"2004","Montenegro","Total","Number",":"
"2004","North Macedonia","Total","Number","23 361"
"2004","Albania","Total","Number","43 022"
"2004","Serbia","Total","Number","78 186"
"2004","Turkey","Total","Number","1 360 000"
"2004","Andorra","Total","Number",":"
"2004","Belarus","Total","Number",":"
"2004","Bosnia and Herzegovina","Total","Number","34 167"
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2004","Moldova","Total","Number",":"
"2004","Monaco","Total","Number",":"
"2004","Russia","Total","Number",":"
"2004","San Marino","Total","Number",":"
"2004","Ukraine","Total","Number",":"
"2004","Armenia","Total","Number",":"
"2004","Azerbaijan","Total","Number",":"
"2004","Georgia","Total","Number",":"
"2005","Belgium","Total","Number","119 622"
"2005","Bulgaria","Total","Number","71 075"
"2005","Czechia","Total","Number","102 211"
"2005","Denmark","Total","Number","64 282"
"2005","Germany including former GDR","Total","Number","685 795"
"2005","Estonia","Total","Number","14 350"
"2005","Ireland","Total","Number","61 372"
"2005","Greece","Total","Number","107 545"
"2005","Spain","Total","Number","464 811"
"2005","France","Total","Number","807 787"
"2005","France (metropolitan)","Total","Number","774 355"
"2005","Croatia","Total","Number","42 492"
"2005","Italy","Total","Number","554 022"
"2005","Cyprus","Total","Number","8 243"
"2005","Latvia","Total","Number","21 879"
"2005","Lithuania","Total","Number","29 510"
"2005","Luxembourg","Total","Number","5 371"
"2005","Hungary","Total","Number","97 496"
"2005","Malta","Total","Number","3 858"
"2005","Netherlands","Total","Number","187 910"
"2005","Austria","Total","Number","78 190"
"2005","Poland","Total","Number","364 383"
"2005","Portugal","Total","Number","109 399"
"2005","Romania","Total","Number","221 020"
"2005","Slovenia","Total","Number","18 157"
"2005","Slovakia","Total","Number","54 430"
"2005","Finland","Total","Number","57 745"
"2005","Sweden","Total","Number","101 346"
"2005","United Kingdom","Total","Number","722 549"
"2005","Iceland","Total","Number","4 280"
"2005","Liechtenstein","Total","Number","381"
"2005","Norway","Total","Number","56 756"
"2005","Switzerland","Total","Number","72 903"
"2005","Montenegro","Total","Number","7 352"
"2005","North Macedonia","Total","Number","22 482"
"2005","Albania","Total","Number","39 612"
"2005","Serbia","Total","Number","72 180"
"2005","Turkey","Total","Number","1 361 000"
"2005","Andorra","Total","Number","828"
"2005","Belarus","Total","Number","90 307"
"2005","Bosnia and Herzegovina","Total","Number","34 627"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","37 218"
"2005","Moldova","Total","Number","37 695"
"2005","Monaco","Total","Number","894"
"2005","Russia","Total","Number","1 457 376"
"2005","San Marino","Total","Number","284"
"2005","Ukraine","Total","Number","426 086"
"2005","Armenia","Total","Number","37 499"
"2005","Azerbaijan","Total","Number","141 901"
"2005","Georgia","Total","Number","46 512"
"2006","Belgium","Total","Number","122 529"
"2006","Bulgaria","Total","Number","73 978"
"2006","Czechia","Total","Number","105 831"
"2006","Denmark","Total","Number","64 984"
"2006","Germany including former GDR","Total","Number","672 724"
"2006","Estonia","Total","Number","14 877"
"2006","Ireland","Total","Number","65 425"
"2006","Greece","Total","Number","112 042"
"2006","Spain","Total","Number","481 295"
"2006","France","Total","Number","830 288"
"2006","France (metropolitan)","Total","Number","796 896"
"2006","Croatia","Total","Number","41 446"
"2006","Italy","Total","Number","560 010"
"2006","Cyprus","Total","Number","8 731"
"2006","Latvia","Total","Number","22 871"
"2006","Lithuania","Total","Number","29 606"
"2006","Luxembourg","Total","Number","5 514"
"2006","Hungary","Total","Number","99 871"
"2006","Malta","Total","Number","3 779"
"2006","Netherlands","Total","Number","185 057"
"2006","Austria","Total","Number","77 914"
"2006","Poland","Total","Number","374 244"
"2006","Portugal","Total","Number","105 449"
"2006","Romania","Total","Number","219 483"
"2006","Slovenia","Total","Number","18 932"
"2006","Slovakia","Total","Number","53 904"
"2006","Finland","Total","Number","58 840"
"2006","Sweden","Total","Number","105 913"
"2006","United Kingdom","Total","Number","748 563"
"2006","Iceland","Total","Number","4 415"
"2006","Liechtenstein","Total","Number","361"
"2006","Norway","Total","Number","58 545"
"2006","Switzerland","Total","Number","73 371"
"2006","Montenegro","Total","Number","7 531"
"2006","North Macedonia","Total","Number","22 585"
"2006","Albania","Total","Number","34 229"
"2006","Serbia","Total","Number","70 997"
"2006","Turkey","Total","Number",":"
"2006","Andorra","Total","Number","843"
"2006","Belarus","Total","Number","96 721"
"2006","Bosnia and Herzegovina","Total","Number","34 033"
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2006","Moldova","Total","Number","37 587"
"2006","Monaco","Total","Number",":"
"2006","Russia","Total","Number","1 479 637"
"2006","San Marino","Total","Number",":"
"2006","Ukraine","Total","Number","460 368"
"2006","Armenia","Total","Number","37 639"
"2006","Azerbaijan","Total","Number","148 946"
"2006","Georgia","Total","Number","47 795"
"2007","Belgium","Total","Number","124 095"
"2007","Bulgaria","Total","Number","75 349"
"2007","Czechia","Total","Number","114 632"
"2007","Denmark","Total","Number","64 082"
"2007","Germany including former GDR","Total","Number","684 862"
"2007","Estonia","Total","Number","15 775"
"2007","Ireland","Total","Number","71 389"
"2007","Greece","Total","Number","111 926"
"2007","Spain","Total","Number","491 138"
"2007","France","Total","Number","819 605"
"2007","France (metropolitan)","Total","Number","785 985"
"2007","Croatia","Total","Number","41 910"
"2007","Italy","Total","Number","563 933"
"2007","Cyprus","Total","Number","8 575"
"2007","Latvia","Total","Number","23 958"
"2007","Lithuania","Total","Number","30 020"
"2007","Luxembourg","Total","Number","5 477"
"2007","Hungary","Total","Number","97 613"
"2007","Malta","Total","Number","3 765"
"2007","Netherlands","Total","Number","181 336"
"2007","Austria","Total","Number","76 250"
"2007","Poland","Total","Number","387 873"
"2007","Portugal","Total","Number","102 492"
"2007","Romania","Total","Number","214 728"
"2007","Slovenia","Total","Number","19 823"
"2007","Slovakia","Total","Number","54 424"
"2007","Finland","Total","Number","58 729"
"2007","Sweden","Total","Number","107 421"
"2007","United Kingdom","Total","Number","772 245"
"2007","Iceland","Total","Number","4 560"
"2007","Liechtenstein","Total","Number","351"
"2007","Norway","Total","Number","58 459"
"2007","Switzerland","Total","Number","74 494"
"2007","Montenegro","Total","Number","7 834"
"2007","North Macedonia","Total","Number","22 688"
"2007","Albania","Total","Number",":"
"2007","Serbia","Total","Number","68 102"
"2007","Turkey","Total","Number",":"
"2007","Andorra","Total","Number","826"
"2007","Belarus","Total","Number","103 626"
"2007","Bosnia and Herzegovina","Total","Number","33 835"
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","33 112"
"2007","Moldova","Total","Number","37 973"
"2007","Monaco","Total","Number",":"
"2007","Russia","Total","Number","1 610 122"
"2007","San Marino","Total","Number",":"
"2007","Ukraine","Total","Number","472 657"
"2007","Armenia","Total","Number","40 105"
"2007","Azerbaijan","Total","Number","151 963"
"2007","Georgia","Total","Number","49 287"
"2008","Belgium","Total","Number","127 205"
"2008","Bulgaria","Total","Number","77 712"
"2008","Czechia","Total","Number","119 570"
"2008","Denmark","Total","Number","65 038"
"2008","Germany including former GDR","Total","Number","682 514"
"2008","Estonia","Total","Number","16 028"
"2008","Ireland","Total","Number","75 173"
"2008","Greece","Total","Number","118 302"
"2008","Spain","Total","Number","518 503"
"2008","France","Total","Number","829 311"
"2008","France (metropolitan)","Total","Number","796 044"
"2008","Croatia","Total","Number","43 753"
"2008","Italy","Total","Number","576 659"
"2008","Cyprus","Total","Number","9 205"
"2008","Latvia","Total","Number","24 397"
"2008","Lithuania","Total","Number","31 536"
"2008","Luxembourg","Total","Number","5 596"
"2008","Hungary","Total","Number","99 149"
"2008","Malta","Total","Number","4 013"
"2008","Netherlands","Total","Number","184 634"
"2008","Austria","Total","Number","77 752"
"2008","Poland","Total","Number","414 499"
"2008","Portugal","Total","Number","104 594"
"2008","Romania","Total","Number","221 900"
"2008","Slovenia","Total","Number","21 817"
"2008","Slovakia","Total","Number","57 360"
"2008","Finland","Total","Number","59 530"
"2008","Sweden","Total","Number","109 301"
"2008","United Kingdom","Total","Number","794 383"
"2008","Iceland","Total","Number","4 835"
"2008","Liechtenstein","Total","Number","350"
"2008","Norway","Total","Number","60 497"
"2008","Switzerland","Total","Number","76 691"
"2008","Montenegro","Total","Number","8 258"
"2008","North Macedonia","Total","Number","22 945"
"2008","Albania","Total","Number",":"
"2008","Serbia","Total","Number","69 083"
"2008","Turkey","Total","Number",":"
"2008","Andorra","Total","Number","875"
"2008","Belarus","Total","Number","107 876"
"2008","Bosnia and Herzegovina","Total","Number","34 176"
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","34 399"
"2008","Moldova","Total","Number","39 018"
"2008","Monaco","Total","Number",":"
"2008","Russia","Total","Number","1 713 947"
"2008","San Marino","Total","Number",":"
"2008","Ukraine","Total","Number","510 589"
"2008","Armenia","Total","Number","41 185"
"2008","Azerbaijan","Total","Number","152 086"
"2008","Georgia","Total","Number","56 565"
"2009","Belgium","Total","Number","127 198"
"2009","Bulgaria","Total","Number","80 956"
"2009","Czechia","Total","Number","118 348"
"2009","Denmark","Total","Number","62 818"
"2009","Germany including former GDR","Total","Number","665 126"
"2009","Estonia","Total","Number","15 763"
"2009","Ireland","Total","Number","75 554"
"2009","Greece","Total","Number","117 933"
"2009","Spain","Total","Number","493 717"
"2009","France","Total","Number","825 564"
"2009","France (metropolitan)","Total","Number","793 420"
"2009","Croatia","Total","Number","44 577"
"2009","Italy","Total","Number","568 857"
"2009","Cyprus","Total","Number","9 608"
"2009","Latvia","Total","Number","22 044"
"2009","Lithuania","Total","Number","32 165"
"2009","Luxembourg","Total","Number","5 638"
"2009","Hungary","Total","Number","96 442"
"2009","Malta","Total","Number","4 029"
"2009","Netherlands","Total","Number","184 915"
"2009","Austria","Total","Number","76 344"
"2009","Poland","Total","Number","417 589"
"2009","Portugal","Total","Number","99 491"
"2009","Romania","Total","Number","222 388"
"2009","Slovenia","Total","Number","21 856"
"2009","Slovakia","Total","Number","61 217"
"2009","Finland","Total","Number","60 430"
"2009","Sweden","Total","Number","111 801"
"2009","United Kingdom","Total","Number","790 204"
"2009","Iceland","Total","Number","5 026"
"2009","Liechtenstein","Total","Number","406"
"2009","Norway","Total","Number","61 807"
"2009","Switzerland","Total","Number","78 286"
"2009","Montenegro","Total","Number","8 642"
"2009","North Macedonia","Total","Number","23 684"
"2009","Albania","Total","Number",":"
"2009","Serbia","Total","Number","70 299"
"2009","Turkey","Total","Number","1 263 289"
"2009","Andorra","Total","Number","838"
"2009","Belarus","Total","Number","109 263"
"2009","Bosnia and Herzegovina","Total","Number","34 550"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2009","Moldova","Total","Number","40 803"
"2009","Monaco","Total","Number",":"
"2009","Russia","Total","Number","1 761 687"
"2009","San Marino","Total","Number",":"
"2009","Ukraine","Total","Number",":"
"2009","Armenia","Total","Number","44 413"
"2009","Azerbaijan","Total","Number","152 139"
"2009","Georgia","Total","Number","63 377"
"2010","Belgium","Total","Number","130 100"
"2010","Bulgaria","Total","Number","75 513"
"2010","Czechia","Total","Number","117 153"
"2010","Denmark","Total","Number","63 411"
"2010","Germany including former GDR","Total","Number","677 947"
"2010","Estonia","Total","Number","15 825"
"2010","Ireland","Total","Number","75 174"
"2010","Greece","Total","Number","114 766"
"2010","Spain","Total","Number","485 252"
"2010","France","Total","Number","833 654"
"2010","France (metropolitan)","Total","Number","802 224"
"2010","Croatia","Total","Number","43 361"
"2010","Italy","Total","Number","561 944"
"2010","Cyprus","Total","Number","9 801"
"2010","Latvia","Total","Number","19 781"
"2010","Lithuania","Total","Number","30 676"
"2010","Luxembourg","Total","Number","5 874"
"2010","Hungary","Total","Number","90 335"
"2010","Malta","Total","Number","3 898"
"2010","Netherlands","Total","Number","184 397"
"2010","Austria","Total","Number","78 742"
"2010","Poland","Total","Number","413 300"
"2010","Portugal","Total","Number","101 381"
"2010","Romania","Total","Number","212 199"
"2010","Slovenia","Total","Number","22 343"
"2010","Slovakia","Total","Number","60 410"
"2010","Finland","Total","Number","60 980"
"2010","Sweden","Total","Number","115 641"
"2010","United Kingdom","Total","Number","807 271"
"2010","Iceland","Total","Number","4 907"
"2010","Liechtenstein","Total","Number","329"
"2010","Norway","Total","Number","61 442"
"2010","Switzerland","Total","Number","80 290"
"2010","Montenegro","Total","Number","7 418"
"2010","North Macedonia","Total","Number","24 296"
"2010","Albania","Total","Number",":"
"2010","Serbia","Total","Number","68 304"
"2010","Turkey","Total","Number","1 238 970"
"2010","Andorra","Total","Number","828"
"2010","Belarus","Total","Number",":"
"2010","Bosnia and Herzegovina","Total","Number","33 528"
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2010","Moldova","Total","Number","40 474"
"2010","Monaco","Total","Number",":"
"2010","Russia","Total","Number","1 788 948"
"2010","San Marino","Total","Number",":"
"2010","Ukraine","Total","Number","497 689"
"2010","Armenia","Total","Number",":"
"2010","Azerbaijan","Total","Number","165 643"
"2010","Georgia","Total","Number","62 585"
"2011","Belgium","Total","Number","128 705"
"2011","Bulgaria","Total","Number","70 846"
"2011","Czechia","Total","Number","108 673"
"2011","Denmark","Total","Number","58 998"
"2011","Germany including former GDR","Total","Number","662 685"
"2011","Estonia","Total","Number","14 679"
"2011","Ireland","Total","Number","74 033"
"2011","Greece","Total","Number","106 428"
"2011","Spain","Total","Number","470 553"
"2011","France","Total","Number","824 263"
"2011","France (metropolitan)","Total","Number","792 996"
"2011","Croatia","Total","Number","41 197"
"2011","Italy","Total","Number","546 585"
"2011","Cyprus","Total","Number","9 622"
"2011","Latvia","Total","Number","18 825"
"2011","Lithuania","Total","Number","30 268"
"2011","Luxembourg","Total","Number","5 639"
"2011","Hungary","Total","Number","88 049"
"2011","Malta","Total","Number","4 165"
"2011","Netherlands","Total","Number","180 060"
"2011","Austria","Total","Number","78 109"
"2011","Poland","Total","Number","388 416"
"2011","Portugal","Total","Number","96 856"
"2011","Romania","Total","Number","196 242"
"2011","Slovenia","Total","Number","21 947"
"2011","Slovakia","Total","Number","60 813"
"2011","Finland","Total","Number","59 961"
"2011","Sweden","Total","Number","111 770"
"2011","United Kingdom","Total","Number","807 776"
"2011","Iceland","Total","Number","4 492"
"2011","Liechtenstein","Total","Number","395"
"2011","Norway","Total","Number","60 220"
"2011","Switzerland","Total","Number","80 808"
"2011","Montenegro","Total","Number","7 215"
"2011","North Macedonia","Total","Number","22 770"
"2011","Albania","Total","Number",":"
"2011","Serbia","Total","Number","65 598"
"2011","Turkey","Total","Number","1 241 412"
"2011","Andorra","Total","Number","793"
"2011","Belarus","Total","Number","109 147"
"2011","Bosnia and Herzegovina","Total","Number",":"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","27 626"
"2011","Moldova","Total","Number","39 182"
"2011","Monaco","Total","Number",":"
"2011","Russia","Total","Number","1 796 629"
"2011","San Marino","Total","Number",":"
"2011","Ukraine","Total","Number","502 595"
"2011","Armenia","Total","Number",":"
"2011","Azerbaijan","Total","Number",":"
"2011","Georgia","Total","Number","58 014"
"2012","Belgium","Total","Number","128 051"
"2012","Bulgaria","Total","Number","69 121"
"2012","Czechia","Total","Number","108 576"
"2012","Denmark","Total","Number","57 916"
"2012","Germany including former GDR","Total","Number","673 544"
"2012","Estonia","Total","Number","14 056"
"2012","Ireland","Total","Number","71 674"
"2012","Greece","Total","Number","100 371"
"2012","Spain","Total","Number","453 348"
"2012","France","Total","Number","821 844"
"2012","France (metropolitan)","Total","Number","790 290"
"2012","Croatia","Total","Number","41 771"
"2012","Italy","Total","Number","534 186"
"2012","Cyprus","Total","Number","10 161"
"2012","Latvia","Total","Number","19 897"
"2012","Lithuania","Total","Number","30 459"
"2012","Luxembourg","Total","Number","6 026"
"2012","Hungary","Total","Number","90 269"
"2012","Malta","Total","Number","4 130"
"2012","Netherlands","Total","Number","175 959"
"2012","Austria","Total","Number","78 952"
"2012","Poland","Total","Number","386 257"
"2012","Portugal","Total","Number","89 841"
"2012","Romania","Total","Number","201 104"
"2012","Slovenia","Total","Number","21 938"
"2012","Slovakia","Total","Number","55 535"
"2012","Finland","Total","Number","59 493"
"2012","Sweden","Total","Number","113 177"
"2012","United Kingdom","Total","Number","812 970"
"2012","Iceland","Total","Number","4 533"
"2012","Liechtenstein","Total","Number","357"
"2012","Norway","Total","Number","60 255"
"2012","Switzerland","Total","Number","82 164"
"2012","Montenegro","Total","Number","7 459"
"2012","North Macedonia","Total","Number","23 568"
"2012","Albania","Total","Number",":"
"2012","Serbia","Total","Number","67 257"
"2012","Turkey","Total","Number","1 279 864"
"2012","Andorra","Total","Number","737"
"2012","Belarus","Total","Number","115 893"
"2012","Bosnia and Herzegovina","Total","Number","32 547"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2012","Moldova","Total","Number","39 435"
"2012","Monaco","Total","Number",":"
"2012","Russia","Total","Number",":"
"2012","San Marino","Total","Number","292"
"2012","Ukraine","Total","Number","520 705"
"2012","Armenia","Total","Number",":"
"2012","Azerbaijan","Total","Number","174 469"
"2012","Georgia","Total","Number",":"
"2013","Belgium","Total","Number","125 606"
"2013","Bulgaria","Total","Number","66 578"
"2013","Czechia","Total","Number","106 751"
"2013","Denmark","Total","Number","55 873"
"2013","Germany including former GDR","Total","Number","682 069"
"2013","Estonia","Total","Number","13 531"
"2013","Ireland","Total","Number","68 954"
"2013","Greece","Total","Number","94 134"
"2013","Spain","Total","Number","424 440"
"2013","France","Total","Number","812 343"
"2013","France (metropolitan)","Total","Number",":"
"2013","Croatia","Total","Number","39 939"
"2013","Italy","Total","Number","514 308"
"2013","Cyprus","Total","Number","9 341"
"2013","Latvia","Total","Number","20 596"
"2013","Lithuania","Total","Number","29 885"
"2013","Luxembourg","Total","Number","6 115"
"2013","Hungary","Total","Number","89 524"
"2013","Malta","Total","Number","4 032"
"2013","Netherlands","Total","Number","171 341"
"2013","Austria","Total","Number","79 330"
"2013","Poland","Total","Number","369 576"
"2013","Portugal","Total","Number","82 787"
"2013","Romania","Total","Number","188 599"
"2013","Slovenia","Total","Number","21 111"
"2013","Slovakia","Total","Number","54 823"
"2013","Finland","Total","Number","58 134"
"2013","Sweden","Total","Number","113 593"
"2013","United Kingdom","Total","Number","778 358"
"2013","Iceland","Total","Number","4 326"
"2013","Liechtenstein","Total","Number","339"
"2013","Norway","Total","Number","58 878"
"2013","Switzerland","Total","Number","82 731"
"2013","Montenegro","Total","Number","7 475"
"2013","North Macedonia","Total","Number","23 138"
"2013","Albania","Total","Number","35 750"
"2013","Serbia","Total","Number","65 554"
"2013","Turkey","Total","Number","1 283 062"
"2013","Andorra","Total","Number",":"
"2013","Belarus","Total","Number","117 997"
"2013","Bosnia and Herzegovina","Total","Number",":"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2013","Moldova","Total","Number","37 871"
"2013","Monaco","Total","Number",":"
"2013","Russia","Total","Number","1 895 822"
"2013","San Marino","Total","Number",":"
"2013","Ukraine","Total","Number","503 657"
"2013","Armenia","Total","Number",":"
"2013","Azerbaijan","Total","Number","172 671"
"2013","Georgia","Total","Number","57 878"
"2014","Belgium","Total","Number","125 014"
"2014","Bulgaria","Total","Number","67 585"
"2014","Czechia","Total","Number","109 860"
"2014","Denmark","Total","Number","56 870"
"2014","Germany including former GDR","Total","Number","714 927"
"2014","Estonia","Total","Number","13 551"
"2014","Ireland","Total","Number","67 295"
"2014","Greece","Total","Number","92 149"
"2014","Spain","Total","Number","426 076"
"2014","France","Total","Number","819 328"
"2014","France (metropolitan)","Total","Number",":"
"2014","Croatia","Total","Number","39 566"
"2014","Italy","Total","Number","502 596"
"2014","Cyprus","Total","Number","9 258"
"2014","Latvia","Total","Number","21 746"
"2014","Lithuania","Total","Number","30 369"
"2014","Luxembourg","Total","Number","6 070"
"2014","Hungary","Total","Number","93 281"
"2014","Malta","Total","Number","4 191"
"2014","Netherlands","Total","Number","175 181"
"2014","Austria","Total","Number","81 722"
"2014","Poland","Total","Number","375 160"
"2014","Portugal","Total","Number","82 367"
"2014","Romania","Total","Number","198 740"
"2014","Slovenia","Total","Number","21 165"
"2014","Slovakia","Total","Number","55 033"
"2014","Finland","Total","Number","57 232"
"2014","Sweden","Total","Number","114 907"
"2014","United Kingdom","Total","Number","775 908"
"2014","Iceland","Total","Number","4 375"
"2014","Liechtenstein","Total","Number","372"
"2014","Norway","Total","Number","58 976"
"2014","Switzerland","Total","Number","85 287"
"2014","Montenegro","Total","Number","7 529"
"2014","North Macedonia","Total","Number","23 596"
"2014","Albania","Total","Number","35 760"
"2014","Serbia","Total","Number","66 461"
"2014","Turkey","Total","Number","1 337 504"
"2014","Andorra","Total","Number",":"
"2014","Belarus","Total","Number","118 534"
"2014","Bosnia and Herzegovina","Total","Number",":"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2014","Moldova","Total","Number","38 616"
