"TIME","GEO","AGE","SEX","UNIT","Value"
"1974","Belarus","Less than 15 years","Total","Number",":"
"1974","Belarus","From 15 to 64 years","Total","Number",":"
"1974","Belarus","65 years or over","Total","Number",":"
"1974","Belarus","Unknown","Total","Number",":"
"1974","Bosnia and Herzegovina","Total","Total","Number","3 898 064"
"1974","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"1974","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"1974","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"1974","Bosnia and Herzegovina","Unknown","Total","Number",":"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"1974","Moldova","Total","Total","Number",":"
"1974","Moldova","Less than 15 years","Total","Number",":"
"1974","Moldova","From 15 to 64 years","Total","Number",":"
"1974","Moldova","65 years or over","Total","Number",":"
"1974","Moldova","Unknown","Total","Number",":"
"1974","Monaco","Total","Total","Number",":"
"1974","Monaco","Less than 15 years","Total","Number",":"
"1974","Monaco","From 15 to 64 years","Total","Number",":"
"1974","Monaco","65 years or over","Total","Number",":"
"1974","Monaco","Unknown","Total","Number",":"
"1974","Russia","Total","Total","Number",":"
"1974","Russia","Less than 15 years","Total","Number",":"
"1974","Russia","From 15 to 64 years","Total","Number",":"
"1974","Russia","65 years or over","Total","Number",":"
"1974","Russia","Unknown","Total","Number",":"
"1974","San Marino","Total","Total","Number",":"
"1974","San Marino","Less than 15 years","Total","Number",":"
"1974","San Marino","From 15 to 64 years","Total","Number",":"
"1974","San Marino","65 years or over","Total","Number",":"
"1974","San Marino","Unknown","Total","Number",":"
"1974","Ukraine","Total","Total","Number",":"
"1974","Ukraine","Less than 15 years","Total","Number",":"
"1974","Ukraine","From 15 to 64 years","Total","Number",":"
"1974","Ukraine","65 years or over","Total","Number",":"
"1974","Ukraine","Unknown","Total","Number",":"
"1974","Armenia","Total","Total","Number",":"
"1974","Armenia","Less than 15 years","Total","Number",":"
"1974","Armenia","From 15 to 64 years","Total","Number",":"
"1974","Armenia","65 years or over","Total","Number",":"
"1974","Armenia","Unknown","Total","Number",":"
"1974","Azerbaijan","Total","Total","Number",":"
"1974","Azerbaijan","Less than 15 years","Total","Number",":"
"1974","Azerbaijan","From 15 to 64 years","Total","Number",":"
"1974","Azerbaijan","65 years or over","Total","Number",":"
"1974","Azerbaijan","Unknown","Total","Number",":"
"1974","Georgia","Total","Total","Number",":"
"1974","Georgia","Less than 15 years","Total","Number",":"
"1974","Georgia","From 15 to 64 years","Total","Number",":"
"1974","Georgia","65 years or over","Total","Number",":"
"1974","Georgia","Unknown","Total","Number",":"
"1975","Belgium","Total","Total","Number","9 788 248"
"1975","Belgium","Less than 15 years","Total","Number","2 194 401"
"1975","Belgium","From 15 to 64 years","Total","Number","6 234 318"
"1975","Belgium","65 years or over","Total","Number","1 359 529"
"1975","Belgium","Unknown","Total","Number","0"
"1975","Bulgaria","Total","Total","Number","8 710 049"
"1975","Bulgaria","Less than 15 years","Total","Number","1 939 209"
"1975","Bulgaria","From 15 to 64 years","Total","Number","5 838 944"
"1975","Bulgaria","65 years or over","Total","Number","931 896"
"1975","Bulgaria","Unknown","Total","Number","0"
"1975","Czechia","Total","Total","Number","10 023 688"
"1975","Czechia","Less than 15 years","Total","Number","2 190 972"
"1975","Czechia","From 15 to 64 years","Total","Number","6 528 594"
"1975","Czechia","65 years or over","Total","Number","1 304 122"
"1975","Czechia","Unknown","Total","Number","0"
"1975","Denmark","Total","Total","Number","5 054 410"
"1975","Denmark","Less than 15 years","Total","Number","1 145 659"
"1975","Denmark","From 15 to 64 years","Total","Number","3 238 233"
"1975","Denmark","65 years or over","Total","Number","670 518"
"1975","Denmark","Unknown","Total","Number","0"
"1975","Germany including former GDR","Total","Total","Number","78 882 235"
"1975","Germany including former GDR","Less than 15 years","Total","Number","17 180 119"
"1975","Germany including former GDR","From 15 to 64 years","Total","Number","50 091 331"
"1975","Germany including former GDR","65 years or over","Total","Number","11 610 785"
"1975","Germany including former GDR","Unknown","Total","Number","0"
"1975","Estonia","Total","Total","Number","1 424 073"
"1975","Estonia","Less than 15 years","Total","Number","310 740"
"1975","Estonia","From 15 to 64 years","Total","Number","938 228"
"1975","Estonia","65 years or over","Total","Number","174 343"
"1975","Estonia","Unknown","Total","Number","762"
"1975","Ireland","Total","Total","Number","3 163 900"
"1975","Ireland","Less than 15 years","Total","Number","979 200"
"1975","Ireland","From 15 to 64 years","Total","Number","1 839 300"
"1975","Ireland","65 years or over","Total","Number","345 400"
"1975","Ireland","Unknown","Total","Number","0"
"1975","Greece","Total","Total","Number","8 986 153"
"1975","Greece","Less than 15 years","Total","Number","2 159 535"
"1975","Greece","From 15 to 64 years","Total","Number","5 735 256"
"1975","Greece","65 years or over","Total","Number","1 091 362"
"1975","Greece","Unknown","Total","Number","0"
"1975","Spain","Total","Total","Number","35 569 375"
"1975","Spain","Less than 15 years","Total","Number","9 760 548"
"1975","Spain","From 15 to 64 years","Total","Number","22 180 945"
"1975","Spain","65 years or over","Total","Number","3 627 882"
"1975","Spain","Unknown","Total","Number","0"
"1975","France","Total","Total","Number",":"
"1975","France","Less than 15 years","Total","Number",":"
"1975","France","From 15 to 64 years","Total","Number",":"
"1975","France","65 years or over","Total","Number",":"
"1975","France","Unknown","Total","Number",":"
"1975","France (metropolitan)","Total","Total","Number","52 600 000"
"1975","France (metropolitan)","Less than 15 years","Total","Number","12 655 700"
"1975","France (metropolitan)","From 15 to 64 years","Total","Number","32 894 947"
"1975","France (metropolitan)","65 years or over","Total","Number","7 049 353"
"1975","France (metropolitan)","Unknown","Total","Number","0"
"1975","Croatia","Total","Total","Number","4 500 727"
"1975","Croatia","Less than 15 years","Total","Number",":"
"1975","Croatia","From 15 to 64 years","Total","Number",":"
"1975","Croatia","65 years or over","Total","Number",":"
"1975","Croatia","Unknown","Total","Number",":"
"1975","Italy","Total","Total","Number","55 293 036"
"1975","Italy","Less than 15 years","Total","Number","13 458 075"
"1975","Italy","From 15 to 64 years","Total","Number","35 236 457"
"1975","Italy","65 years or over","Total","Number","6 598 504"
"1975","Italy","Unknown","Total","Number","0"
"1975","Cyprus","Total","Total","Number","505 700"
"1975","Cyprus","Less than 15 years","Total","Number",":"
"1975","Cyprus","From 15 to 64 years","Total","Number",":"
"1975","Cyprus","65 years or over","Total","Number",":"
"1975","Cyprus","Unknown","Total","Number",":"
"1975","Latvia","Total","Total","Number","2 447 730"
"1975","Latvia","Less than 15 years","Total","Number","516 300"
"1975","Latvia","From 15 to 64 years","Total","Number","1 620 087"
"1975","Latvia","65 years or over","Total","Number","311 343"
"1975","Latvia","Unknown","Total","Number","0"
"1975","Lithuania","Total","Total","Number","3 288 510"
"1975","Lithuania","Less than 15 years","Total","Number","837 108"
"1975","Lithuania","From 15 to 64 years","Total","Number","2 085 433"
"1975","Lithuania","65 years or over","Total","Number","365 969"
"1975","Lithuania","Unknown","Total","Number","0"
"1975","Luxembourg","Total","Total","Number","357 400"
"1975","Luxembourg","Less than 15 years","Total","Number","72 202"
"1975","Luxembourg","From 15 to 64 years","Total","Number","238 776"
"1975","Luxembourg","65 years or over","Total","Number","46 422"
"1975","Luxembourg","Unknown","Total","Number","0"
"1975","Hungary","Total","Total","Number","10 508 956"
"1975","Hungary","Less than 15 years","Total","Number","2 118 939"
"1975","Hungary","From 15 to 64 years","Total","Number","7 072 411"
"1975","Hungary","65 years or over","Total","Number","1 317 606"
"1975","Hungary","Unknown","Total","Number","0"
"1975","Malta","Total","Total","Number","301 892"
"1975","Malta","Less than 15 years","Total","Number",":"
"1975","Malta","From 15 to 64 years","Total","Number",":"
"1975","Malta","65 years or over","Total","Number",":"
"1975","Malta","Unknown","Total","Number",":"
"1975","Netherlands","Total","Total","Number","13 599 092"
"1975","Netherlands","Less than 15 years","Total","Number","3 483 686"
"1975","Netherlands","From 15 to 64 years","Total","Number","8 655 985"
"1975","Netherlands","65 years or over","Total","Number","1 459 421"
"1975","Netherlands","Unknown","Total","Number","0"
"1975","Austria","Total","Total","Number","7 592 316"
"1975","Austria","Less than 15 years","Total","Number","1 779 446"
"1975","Austria","From 15 to 64 years","Total","Number","4 691 982"
"1975","Austria","65 years or over","Total","Number","1 120 888"
"1975","Austria","Unknown","Total","Number","0"
"1975","Poland","Total","Total","Number","33 845 698"
"1975","Poland","Less than 15 years","Total","Number","8 163 785"
"1975","Poland","From 15 to 64 years","Total","Number","22 490 898"
"1975","Poland","65 years or over","Total","Number","3 191 015"
"1975","Poland","Unknown","Total","Number","0"
"1975","Portugal","Total","Total","Number","8 879 130"
"1975","Portugal","Less than 15 years","Total","Number","2 467 730"
"1975","Portugal","From 15 to 64 years","Total","Number","5 541 510"
"1975","Portugal","65 years or over","Total","Number","869 890"
"1975","Portugal","Unknown","Total","Number","0"
"1975","Romania","Total","Total","Number","21 141 468"
"1975","Romania","Less than 15 years","Total","Number","5 319 983"
"1975","Romania","From 15 to 64 years","Total","Number","13 811 395"
"1975","Romania","65 years or over","Total","Number","2 010 090"
"1975","Romania","Unknown","Total","Number","0"
"1975","Slovenia","Total","Total","Number","1 778 454"
"1975","Slovenia","Less than 15 years","Total","Number",":"
"1975","Slovenia","From 15 to 64 years","Total","Number",":"
"1975","Slovenia","65 years or over","Total","Number",":"
"1975","Slovenia","Unknown","Total","Number",":"
"1975","Slovakia","Total","Total","Number","4 714 593"
"1975","Slovakia","Less than 15 years","Total","Number","1 230 072"
"1975","Slovakia","From 15 to 64 years","Total","Number","3 014 843"
"1975","Slovakia","65 years or over","Total","Number","469 678"
"1975","Slovakia","Unknown","Total","Number","0"
"1975","Finland","Total","Total","Number","4 702 387"
"1975","Finland","Less than 15 years","Total","Number","1 043 625"
"1975","Finland","From 15 to 64 years","Total","Number","3 167 012"
"1975","Finland","65 years or over","Total","Number","491 750"
"1975","Finland","Unknown","Total","Number","0"
"1975","Sweden","Total","Total","Number","8 176 447"
"1975","Sweden","Less than 15 years","Total","Number","1 693 086"
"1975","Sweden","From 15 to 64 years","Total","Number","5 258 234"
"1975","Sweden","65 years or over","Total","Number","1 225 127"
"1975","Sweden","Unknown","Total","Number","0"
"1975","United Kingdom","Total","Total","Number","56 230 680"
"1975","United Kingdom","Less than 15 years","Total","Number","13 229 469"
"1975","United Kingdom","From 15 to 64 years","Total","Number","35 158 488"
"1975","United Kingdom","65 years or over","Total","Number","7 842 723"
"1975","United Kingdom","Unknown","Total","Number","0"
"1975","Iceland","Total","Total","Number","216 695"
"1975","Iceland","Less than 15 years","Total","Number","65 800"
"1975","Iceland","From 15 to 64 years","Total","Number","131 151"
"1975","Iceland","65 years or over","Total","Number","19 744"
"1975","Iceland","Unknown","Total","Number","0"
"1975","Liechtenstein","Total","Total","Number","23 745"
"1975","Liechtenstein","Less than 15 years","Total","Number","6 108"
"1975","Liechtenstein","From 15 to 64 years","Total","Number","15 718"
"1975","Liechtenstein","65 years or over","Total","Number","1 919"
"1975","Liechtenstein","Unknown","Total","Number","0"
"1975","Norway","Total","Total","Number","3 997 525"
"1975","Norway","Less than 15 years","Total","Number","955 339"
"1975","Norway","From 15 to 64 years","Total","Number","2 498 944"
"1975","Norway","65 years or over","Total","Number","543 242"
"1975","Norway","Unknown","Total","Number","0"
"1975","Switzerland","Total","Total","Number","6 356 285"
"1975","Switzerland","Less than 15 years","Total","Number","1 439 903"
"1975","Switzerland","From 15 to 64 years","Total","Number","4 128 765"
"1975","Switzerland","65 years or over","Total","Number","787 617"
"1975","Switzerland","Unknown","Total","Number","0"
"1975","Montenegro","Total","Total","Number",":"
"1975","Montenegro","Less than 15 years","Total","Number",":"
"1975","Montenegro","From 15 to 64 years","Total","Number",":"
"1975","Montenegro","65 years or over","Total","Number",":"
"1975","Montenegro","Unknown","Total","Number",":"
"1975","North Macedonia","Total","Total","Number","1 742 780"
"1975","North Macedonia","Less than 15 years","Total","Number",":"
